ref,manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin,cocoa_percent,number_of_ingredients,ingredients,rating,characteristics,Characteristics 2,Characteristics 3,,
1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,Dominican Republic,0.7,6,"B,S,C,V,L,Sa",2.75,strong vanilla, earthy, nutty,,
1215,Alain Ducasse,France,2014,Trinidad,Trinite,0.65,6,"B,S,C,V,L,Sa",2.75,roasty, sweet, savory,,
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",0.605,5," B,S,C,V,L",2.75,very sweet, marshmallow,,,
32,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",0.7,5," B,S,C,V,L",2.75,gritty, chalky, earthy, sour,
387,TCHO,U.S.A.,2009,Blend,TCHOPro 60.5,0.6,5," B,S,C,V,L",2.75,tea, sweet, astringent,,
280,TCHO,U.S.A.,2008,Madagascar,Citrus-beta,0.7,5," B,S,C,V,L",2.75,dry, red berry, off note,,
311,Malie Kai (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",0.55,5," B,S,C,V,L",2.75,sweet, vanilla, easter candy,,
1053,Guittard,U.S.A.,2013,Nicaragua,Nicaragua,0.65,5," B,S,C,V,L",2.75,floral, over roasted, harsh,,
1053,Guittard,U.S.A.,2013,Haiti,Haiti,0.65,5," B,S,C,V,L",2.75,creamy, sl. Burnt, roasty,,
654,Guittard,U.S.A.,2011,Blend,Coucher du Soleil,0.72,5," B,S,C,V,L",2.75,dutched?, intense, rich cocoa,,
470,Rain Republic,Guatemala,2010,Guatemala,Suchitepequez E.,0.7,5," B,S,C,V,L",2.75,Easter candy, burnt,,,
363,Grenada Chocolate Co.,Grenada,2009,Grenada,Grenada,0.6,5," B,S,C,V,L",2.75,very sweet, coffee, mild sour,,
1215,Alain Ducasse,France,2014,Vietnam,Vietnam,0.75,5,"B,S,C,V,Sa",2.75,nutty, roasty, odd dairy,,
797,Bernachon,France,2012,Blend,Nature,0.55,5," B,S,C,V,L",2.75,sweet, vanilla, cocoa,,
157,Valrhona,France,2007,Blend,"Le Noir Amer, West Africa",0.71,5," B,S,C,V,L",2.75,nutty and bitter dominate,,,,
761,Santome,France,2011,Sao Tome,Sao Tome,0.7,5," B,S,C,V,L",2.75,perfume, vanilla,,,
552,Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",0.46,5," B,S,C,V,L",2.75,very sweet, caramel, candy,,
688,Olivia,Canada,2011,Blend,Carribean,0.85,5," B,S,C,V,L",2.75,creamy, medicinal, mint, bitter,
688,Olivia,Canada,2011,Blend,Carribean,0.76,5," B,S,C,V,L",2.75,rubber, cocoa, bitter,,
15,Neuhaus (Callebaut),Belgium,2006,Sao Tome,Sao Tome,0.75,5," B,S,C,V,L",2.75,grassy, earthy, burnt,,
955,Baravelli's,Wales,2012,Costa Rica,single estate,0.8,4," B,S,C,V",2.75,gritty, floral, vanilla,,
666,Ethel's Artisan (Mars),U.S.A.,2011,Blend,Red Vanilla,0.62,4," B,S,C,V",2.75,sweet, vanilla, mild banana,,
903,Escazu,U.S.A.,2012,Venezuela,Rio Caribe,0.7,4," B,S,C,V",2.75,nutty, ginger, off notes,,
431,Escazu,U.S.A.,2009,Blend,"Carenero, Guapiles, Ocumare blend",0.74,4," B,S,C,V",2.75,sweet, vanilla, sticky,,
304,Amano,U.S.A.,2008,Indonesia,"Bali, Jembrana",0.7,4," B,S,C,V",2.75,sticky, nutty, high acidity,,
1093,Davis,U.S.A.,2013,Venezuela,Venezuela,0.7,4," B,S,C,L",2.75,fatty, powdery, nut, sl. Burnt,
1093,Davis,U.S.A.,2013,Dominican Republic,Rainforest,0.7,4," B,S,C,L",2.75,chalky, vanilla, caramel,,
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Peru,Ucayali,0.72,4," B,S,C,V",2.75,intense,sweet,vanilla dominate,,
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",0.72,4," B,S,C,V",2.75,cocoa butter dominates, cocoa,,,
801,Tejas,U.S.A.,2012,Madagascar,Concepcion,0.7,4," B,S,C,V",2.75,molasses, off notes,,,
1101,Tabal,U.S.A.,2013,Dominican Republic,Dominican Republic,0.7,4," B,S,C,V",2.75,oily, cardboard, sour,,
1101,Tabal,U.S.A.,2013,Costa Rica,"Costa Rica, batch 83",0.7,4," B,S,C,V",2.75,licorice, dried fruit, burnt fuel,,
943,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",0.75,4," B,S,C,V",2.75,bland, earthy,,,
1454,Sjolinds,U.S.A.,2015,Ghana,Ghana,0.7,4," B,S,C,V",2.75,sweet, vanilla, cocoa, mold,
813,Sacred,U.S.A.,2012,Blend,"Midnight, Central and S. America",0.83,4," B,S*,C,V",2.75,grassy, strong bitter,,,
1089,Madre,U.S.A.,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",0.7,4," B,S,C,V",2.75,vanilla, earthy, caramel,,
1089,Madre,U.S.A.,2013,U.S.A.,"Hawai'i Island, Choobua, Kona",0.7,4," B,S,C,V",2.75,fatty, vanilla, candy-like,,
1085,Madre,U.S.A.,2013,Puerto Rico,Puerto Rico,0.7,4," B,S,C,V",2.75,intense vanilla, swiss miss,,,
693,Madre,U.S.A.,2011,Costa Rica,Upala,0.7,4," B,S,C,V",2.75,sticky, strong vanilla, pepper,,
607,Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",0.72,4," B,S,C,V",2.75,raisiny, chewy,,,
1852,K'ul,U.S.A.,2016,Peru,"Maranon, Fortunato No. 4",0.7,4," B,S,C,L",2.75,astringent, unbalanced, off,,
1964,Duffy's,U.K.,2017,Nigeria,Eti-Oni,0.7,4," B,S,C,L",2.75,candy like off flavor,,,,
508,Akesson's (Pralus),U.K.,2010,Brazil,"Monte Alegre, D. Badero",0.75,4," B,S,C,L",2.75,fatty, intense, woody,,
502,Akesson's (Pralus),U.K.,2010,Madagascar,"Madagascar, Ambolikapiky P.",0.75,4," B,S,C,L",2.75,strong pepper, musty,,,
1331,Black River (A. Morin),U.K.,2014,Jamaica,Blue Mountain Region,0.7,4," B,S,C,L",2.75,fatty, nutty,,,
1181,Artisan du Chocolat (Casa Luker),U.K.,2013,Colombia,"Orinoqua Region, Arauca",0.72,4," B,S,C,L",2.75,creamy, marshmallow, off,,
600,Hotel Chocolat (Coppeneur),U.K.,2010,Venezuela,Chuao,0.7,4," B,S,C,L",2.75,ashey, woody, bright red,,
296,Hotel Chocolat (Coppeneur),U.K.,2008,Tanzania,Tanzania,0.75,4," B,S,C,L",2.75,sandy, sweet, mild cocoa,,
2134,Hotel Chocolat,U.K.,2018,Colombia,"Sierra Nevada, Cienaga",0.75,4," B,S,C,L",2.75,dry, woody, dried fruit,,
859,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010",0.68,4," B,S,C,V",2.75,creamy, vanilla, moldy,,
2250,Islands Chocolate,St.Vincent-Grenadines,2018,St.Vincent-Grenadines,Perseverance E.,0.72,4," B,S,C,L",2.75,woody, meaty, vegetal,,
322,Blanxart,Spain,2009,Blend,Organic Dark,0.72,4," B,S,C,V",2.75,oily, flat, woody, sour,
943,iQ Chocolate,Scotland,2012,Peru,"Satipo region, white label",0.72,4," B,S*,C,L",2.75,very sandy, sweet, spicy,,
2402,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, unroasted, batch UNR-18-003",0.7,4," B,S,C,L",2.75,cocoa, raw, dirty, chemical,
2056,Auro,Philippines,2018,Philippines,Davao,0.77,4," B,S,V,L",2.75,sandy, vanilla,,,
1137,Pascha,Peru,2013,Peru,Peru,0.7,4," B,S,C,V",2.75,gritty, earthy, melon,,
1149,Chokolat Elot (Girard),Martinique,2013,Martinique,Guadeloupe,0.42,4," B,S,V,L",2.75,gritty, sweet, hot cocoa,,
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,0.8,4," B,S,C,V",2.75,fatty, bitter, sour,,
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,0.76,4," B,S,C,V",2.75,fatty, sour, spoiled,,
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,0.75,4," B,S,C,L",2.75,cardboard, tea-like,,,
1399,Naive,Lithuania,2014,Venezuela,"Chuao, lot 0077",0.75,4," B,S,C,L",2.75,coarse, sweet, minty,,
1680,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,0.77,4," B,S,C,L",2.75,intense, grassy, smokey,,
931,Pura Delizia,Italy,2012,Venezuela,Venezuela,0.73,4," B,S,C,L",2.75,fatty, vanilla, orange,,
2060,Guido Castagna,Italy,2018,Madagascar,Madagascar,0.7,4," B,S,C,L",2.75,earthy, chemical or burnt note,,,
1872,Holy Cacao,Israel,2016,Peru,Maranon,0.7,4," B,S,C,L",2.75,sour, raw, green,,
693,Omanhene,Ghana,2011,Ghana,Ghana,0.8,4," B,S,C,L",2.75,grits, strong vanilla, brownie,,
1011,A. Morin,France,2013,Panama,Panama,0.7,4," B,S,C,L",2.75,brief fruit note, earthy, nutty,,
2716,A. Morin,France,2022,Bolivia,Ekeko,0.7,4," B,S,C,L",2.75,woody, honey, leathery,,
1676,A. Morin,France,2015,Togo,Kpime,0.7,4," B,S,C,L",2.75,burnt wood, earthy, choco,,
1315,A. Morin,France,2014,Venezuela,"Carenero, Criollo",0.7,4," B,S,C,L",2.75,harsh, leather, earthy,,
1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",0.75,4," B,S,C,L",2.75,gritty, roasty, waxy, off,
1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",0.75,4," B,S,C,L",2.75,roasty, sour, cardboard,,
1438,Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,0.68,4," B,S,C,L",2.75,nutty, woody, leathery,,
1434,Laia aka Chat-Noir,France,2014,Cuba,Cuba,0.7,4," B,S,C,L",2.75,fatty, roasty, coffee, off note,
1121,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",0.74,4," B,S,C,L",2.75,brownie, cocoa, sour, sweet,
1015,A. Morin,France,2013,Colombia,Colombie,0.7,4," B,S,C,L",2.75,burnt rubber,alkalyzed notes,,,
2374,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,0.65,4," B,S,C,L",2.75,overly sweet, dirty,,,
370,Aequare (Gianduja),Ecuador,2009,Ecuador,"Los Rios, Quevedo, Arriba",0.55,4," B,S,C,V",2.75,sandy, sweet, banana cream,,
245,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,0.77,4," B,S,C,L",2.75,crumbly, cinamon,,,
817,Pacari,Ecuador,2012,Ecuador,"Ecuador, raw",0.85,4," B,S,C,L",2.75,spice, mostly bitter,,,
224,Pacari,Ecuador,2008,Ecuador,Esmeraldas,0.6,4," B,S,C,L",2.75,floral, rubber, vanilla, metallic,
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,0.85,4," B,S,C,V",2.75,creamy, nutty, bitter, flat,
245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,0.75,4," B,S,C,V",2.75,sweet, vanilla, coffee,,
1327,Hacienda El Castillo,Ecuador,2014,Ecuador,Don Homero- Cerecita Valley,0.55,4," B,S,C,L",2.75,overyly sweet, banana, yogurt,,
1434,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",0.69,4," B,S,C,L",2.75,green, vegetal, soil, fuel,
1331,Manifesto Cacao,Colombia,2014,Colombia,Colombia,0.7,4," B,S,C,L",2.75,muted, nutty,,,
377,Choklat,Canada,2009,Mexico,"Porcelana, Tabasco",0.7,4," B,S,C,V",2.75,fatty, cigarette butt, coffee,,
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",0.85,4," B,S,C,L",2.75,creamy, red berry, bitter,,
252,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,0.71,4," B,S,C,L",2.75,lemon, tart, burnt, chemical,
586,Belcolade,Belgium,2010,Peru,Peru,0.64,4," B,S,C,L",2.75,sticky, moss, nuts,,
586,Belcolade,Belgium,2010,Papua New Guinea,Papua New Guinea,0.64,4," B,S,C,L",2.75,intense, smokey,,,
586,Belcolade,Belgium,2010,Costa Rica,Costa Rica,0.64,4," B,S,C,L",2.75,pastey, nutty,,,
1205,Zotter,Austria,2014,Blend,Raw,0.8,4," B,S*,C,Sa",2.75,waxy, cloying, vegetal,,
2286,Tala,Vietnam,2019,Vietnam,Vietnam,0.7,3," B,S,C",2.75,cocoa,sweet,fatty, cardboard,
1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,0.7,3," B,S,C",2.75,sticy, nutty, roasty, off notes,
682,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #214, LR, MC",0.74,3," B,S,C",2.75,woody, red fruit, sour,,
636,Fresco,U.S.A.,2011,Ghana,"Ghana, #211, MR, MC",0.74,3," B,S,C",2.75,mild bitter, mild cocoa, roasty,,
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #204, DR, SC",0.8,3," B,S,C",2.75,slightly burnt, earthy,,,
919,Eclat (Felchlin),U.S.A.,2012,Peru,"Maranon, Good & Evil, w/ nibs",0.72,3," B,S,C",2.75,buttery, burlap,,,
1732,Altus aka Cao Artisan,U.S.A.,2016,Ecuador,Gruppo Salinas,0.6,3," B,S,C",2.75,sandy, nutty, earthy, roasty,
1728,Altus aka Cao Artisan,U.S.A.,2016,Nicaragua,Momotombo,0.6,3," B,S,C",2.75,powdery, sweet, molasses,,
486,Chuao Chocolatier (Pralus),U.S.A.,2010,Venezuela,Chuao,0.77,3," B,S,C",2.75,red berry, bitter, roasty, sour,
1259,Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,0.74,3," B,S*,C",2.75,unrefined, odd, vegetal,,
1251,Cello,U.S.A.,2014,Venezuela,Venezuela,0.7,3," B,S,C",2.75,nutty, roasty, smokey,,
1247,Cello,U.S.A.,2014,Peru,Peru,0.7,3," B,S,C",2.75,mild fruit, off notes,,,
1407,Castronovo,U.S.A.,2014,Dominican Republic,Elvesia P.,0.7,3," B,S,C",2.75,soapy, earthy,,,
1153,Castronovo,U.S.A.,2013,Peru,"Tumbes, batch 176",0.7,3," B,S,C",2.75,molasses, cocoa,,,
1804,Cao,U.S.A.,2016,Tanzania,Tanzania,0.73,3," B,S,C",2.75,sweet, acidic, fatty,,
1181,Bronx Grrl Chocolate,U.S.A.,2013,Dominican Republic,Dominican Republic,0.68,3," B,S,C",2.75,gritty, sweet, brownie,,
1518,Brazen,U.S.A.,2015,Madagascar,Ambolikapiky P.,0.8,3," B,S,C",2.75,bitter, tart, acidic,,
1996,Boho,U.S.A.,2017,Belize,Maya Mtn,0.7,3," B,S,C",2.75,pungent off flavor,,,,
256,Black Mountain,U.S.A.,2008,Venezuela,Carenero Superior,0.7,3," B,S,C",2.75,sweet grass, muted spice,,,
256,Black Mountain,U.S.A.,2008,Dominican Republic,La Red,0.7,3," B,S,C",2.75,unrefined, fruity,,,
907,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,"Conacado, Manifesto",0.7,3," B,S*,C",2.75,sandy, strawberry, coconut,,
789,Tocoti,U.S.A.,2011,Venezuela,Venezuela,0.72,3," B,S,C",2.75,peanut butter, soapy,,,
2374,Terroir,U.S.A.,2019,Haiti,Haiti,0.72,3," B,S,C",2.75,harsh, tobacco,,,
967,Tejas,U.S.A.,2012,Brazil,Espada,0.7,3," B,S,C",2.75,flat, cardboard, metallic,,
829,Tejas,U.S.A.,2012,Bolivia,San Jose,0.7,3," B,S,C",2.75,candy,peanut butter,caramel,,
451,Taza,U.S.A.,2009,Mexico,Chiapan,0.75,3," B,S,C",2.75,rustic, sweet, earthy,,
2566,Taylor Made,U.S.A.,2021,Haiti,"Haiti, batch 2020SEP",0.67,3," B,S,C",2.75,earthy, fatty, gritty,,
1932,Spencer,U.S.A.,2017,Peru,Peru,0.7,3," B,S,C",2.75,floral, earthy, burnt rubber,,
1788,Beehive,U.S.A.,2016,Ecuador,Ecuador,0.9,3," B,S,C",2.75,intense floral, bitter, earthy,,
1784,Beehive,U.S.A.,2016,Ecuador,"Ecuador, Batch 31516",0.7,3," B,S,C",2.75,intense, floral, black pepper,,
1784,Beehive,U.S.A.,2016,Dominican Republic,"Dominican Republic, Batch 31616",0.7,3," B,S,C",2.75,sandy, sweet, molasses,,
1784,Beehive,U.S.A.,2016,Brazil,"Brazil, Batch 20316",0.8,3," B,S,C",2.75,intense, bitter, dry,,
2294,Bankston,U.S.A.,2019,Uganda,Uganda,0.82,3," B,S,C",2.75,bitter, fatty, mild fruit,,
1708,Raaka,U.S.A.,2015,Congo,Virunga,0.75,3," B,S,C",2.75,refined, honey, rubber,,
2582,Poppy and Peep,U.S.A.,2021,Haiti,Haiti,0.71,3," B,S,C",2.75,sweet, spoiled milk, vegetal,,
829,Pomm (aka Dead Dog),U.S.A.,2012,Peru,"Peru, batch 1",0.82,3," B,S,C",2.75,dry, red berry, off note,,
1510,Pitch Dark,U.S.A.,2015,Nicaragua,Nicalizo,0.8,3," B,S,C",2.75,metal, molasses, roasty,,
1510,Pitch Dark,U.S.A.,2015,Nicaragua,Chuno,0.8,3," B,S,C",2.75,metal, earthy, pungent,,
2274,Parre Chocolat,U.S.A.,2019,Dominican Republic,Dominican Republic,0.75,3," B,S,C",2.75,rubbery, buttery, soil,,
2274,Parre Chocolat,U.S.A.,2019,Guatemala,Guatemala,0.75,3," B,S,C",2.75,fatty, woody, poor aftertaste,,
457,Olive and Sinclair,U.S.A.,2009,Blend,"Dark 67, Ghana, Domin. Rep",0.67,3," B,S,C",2.75,sandy, cheese, sour,,
1594,Ohiyo,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",0.7,3," B,S,C",2.75,off notes, sour, roasty,,
2282,Ninth (9th) & Larkin,U.S.A.,2019,Fiji,"Matasawalevu, batch FJMA1",0.74,3," B,S,C",2.75,sour, rubbery, off,,
2162,Ninth (9th) & Larkin,U.S.A.,2018,Vietnam,"Ben Tre, batch VNBT186",0.72,3," B,S,C",2.75,spicy, vanilla, sweet,,
1022,Night Owl,U.S.A.,2013,Peru,Peru,0.75,3," B,S,C",2.75,spicy, red fruit, raisins,,
2648,Moku,U.S.A.,2021,Madagascar,"Bejofo, batch 7",0.7,3," B,S,C",2.75,creamy, off note, rubbery, petro,
607,Moho,U.S.A.,2010,Belize,"Umoho R., Toledo District, San Felipe",0.67,3," B,S,C",2.75,rough, sweet, dairy, vanilla,
2382,Mindo,U.S.A.,2019,Ecuador,"Ecuador, lot# 181220",0.67,3," B,S,C",2.75,sandy, harsh, floral,,
607,Mindo,U.S.A.,2010,Ecuador,Ecuador,0.77,3," B,S,C",2.75,dry, coffee notes from roaster,,,
2598,Maribea,U.S.A.,2021,Bolivia,"Alto Beni, Walikewa",0.72,3," B,S,C",2.75,floral, earthy, acidic, harsh,
2598,Maribea,U.S.A.,2021,Mexico,Tabasco,0.72,3," B,S,C",2.75,earthy, musty, sweet,,
1610,Map Chocolate,U.S.A.,2015,Colombia,Colombia,0.75,3," B,S,C",2.75,roasty, coffee, rubber,,
1606,Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",0.7,3," B,S,C",2.75,heavy roast, few grits, rich,,
1007,Manoa,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",0.72,3," B,S,C",2.75,oily, tangy, fruit, earthy,
1219,Mana,U.S.A.,2014,Venezuela,Venezuela,0.74,3," B,S,C",2.75,nutty, green,,,
2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Ghana,0.75,3," B,S,C",2.75,gritty, cocoa base, ashey,,
2590,Loon,U.S.A.,2021,Bolivia,Alto Beni,0.7,3," B,S,C",2.75,sweet, sl. smokiness, fruit,,
1422,Kto,U.S.A.,2014,Venezuela,Ocumare,0.72,3," B,S,C",2.75,nutty, pungent, sour,,
1458,hello cocoa (now Markham & Fitz),U.S.A.,2015,Uganda,Uganda,0.57,3," B,S,C",2.75,too sweet, spicy, candied,,
2382,Hazel Hill,U.S.A.,2019,Peru,Maranon,0.65,3," B,S,C",2.75,pungent, chemical,,,
1924,Goodnow Farms,U.S.A.,2016,Mexico,"Almendra Blanca, batch 1004",0.77,3," B,S,C",2.75,sour off flavor, nutty, earthy,,
1267,Forever Cacao,U.K.,2014,Peru,Rio Eni,0.72,3," B,S*,C",2.75,coconut, true to sugar bar,,,
2052,Dormouse,U.K.,2018,Philippines,"Kablon Farm, batch 242",0.715,3," B,S*,C",2.75,molasses notes from sugar,,,,
1880,Dormouse,U.K.,2016,Grenada,Non Pariel Estate,0.75,3," B,S*,C",2.75,licorice, molasses, rubber,,
1676,Dormouse,U.K.,2015,Madagascar,"Madagascar, Batch 8",0.77,3," B,S,C",2.75,fruity, molasses,,,
1676,Dormouse,U.K.,2015,Colombia,"Colombia, Batch 9",0.8,3," B,S,C",2.75,bitter,molasses,marshmallow,,
1666,Damson,U.K.,2015,Nicaragua,O'Payo,0.7,3," B,S,C",2.75,oily, grapes, pungent,,
2270,Tosier,U.K.,2019,Colombia,Tumaco,0.7,3," B,S,C",2.75,dull, chewy, sweet,,
2064,Tosier,U.K.,2018,Haiti,Acul du Nard,0.7,3," B,S,C",2.75,metallic, astringent,,,
1688,Pump Street Bakery,U.K.,2015,Honduras,Honduras,0.8,3," B,S,C",2.75,chunky, earthy, rubber,,
1227,Pump Street Bakery,U.K.,2014,Ecuador,Guantupi River,0.85,3," B,S,C",2.75,floral, slightly burnt, intense,,
1223,Pump Street Bakery,U.K.,2014,Venezuela,"Patanemo, Carabobo, Tisano family, b. 3211",0.75,3," B,S,C",2.75,nutty, fuel, intense,,
745,Artisan du Chocolat,U.K.,2011,Panama,Panama,0.72,3," B,S,C",2.75,blackpepper,chemical,rubber,,
355,Artisan du Chocolat,U.K.,2009,Indonesia,Java,0.72,3," B,S,C",2.75,gritty, very smokey, sour,,
2226,Malai,Thailand,2018,Thailand,Chantaburi,0.7,3," B,S*,C",2.75,gummy, smokey, hammy,,
1438,Original Beans (Felchlin),Switzerland,2014,Papua New Guinea,Papua Kerafat,0.68,3," B,S,C",2.75,fatty, dates, musty,,
2680,Orfeve,Switzerland,2021,Colombia,"Tumaco, 2019 Harvest, b. 3/8-2",0.75,3," B,S,C",2.75,burnt honey, rubbery,,,
2700,Chocolate Tree,Scotland,2021,Venezuela,Chuao,0.7,3," B,S,C",2.75,nutty, mild dried fruit, sandy, off,
919,Chocolate Tree,Scotland,2012,Peru,Peru,0.68,3," B,S,C",2.75,sandy, sweet, cocoa,,
1454,Bakau,Peru,2015,Peru,"Bambamarca, 2015",0.7,3," B,S,C",2.75,molasses, caramel, pungent,,
1884,Marana,Peru,2016,Peru,Cusco,0.7,3," B,S,C",2.75,smokey, dirty, sour,,
1712,Hogarth,New Zealand,2016,Venezuela,Carenero Superior,0.72,3," B,S,C",2.75,nutty, off notes,,,
1712,Hogarth,New Zealand,2016,Madagascar,Akesson's Estate,0.7,3," B,S,C",2.75,sour, earthy,,,
1796,Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",0.7,3," B,S,C",2.75,gritty, waxy, leather,,
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,0.72,3," B,S,C",2.75,fatty, bland, very astringent,,
2458,Naive,Lithuania,2019,Nicaragua,"Rugoso, nanolot for Cacao Review",0.67,3," B,S,C",2.75,strong, rubbery, woody, sweet,
2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,0.75,3," B,S,C",2.75,fatty, sour, off notes,,
1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",0.72,3," B,S*,C",2.75,off note, vegetal, nibby,,
2434,Amedei,Italy,2019,Blend,Toscano Black,0.7,3," B,S,C",2.75,nut, fatty, rubbery, rich,
1173,Wilkie's Organic,Ireland,2013,Peru,Amazonas w/ nibs,0.75,3," B,S,C",2.75,mild, metallic,,,
1169,Wilkie's Organic,Ireland,2013,Peru,Amazonas,0.89,3," B,S,C",2.75,slow develop, bitter, metallic,,
1968,Soklet,India,2017,India,India,0.7,3," B,S,C",2.75,grassy, hammy,,,
765,Rozsavolgyi,Hungary,2011,Principe,Principe,0.77,3," B,S,C",2.75,smokey, nutty, fat residue,,
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,0.8,3," B,S,C",2.75,fatty, bitter, woody, roasty,
1768,Belyzium,Germany,2016,Belize,"Belize south, low fermentation",0.83,3," B,S,C",2.75,unbalanced, tangy, pungent,,
1876,Heilemann,Germany,2016,Peru,Peru,0.64,3," B,S,L",2.75,powdery, vanilla, artificial,,
2282,Georgia Ramon,Germany,2019,Venezuela,Chuao,0.75,3," B,S,C",2.75,earthy, roasty, strong vanilla,,
2096,Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,0.72,3," B,S,C",2.75,dry, grainy, spicy, roasty,
336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",0.75,3," B,S,C",2.75,flat, bread, earthy,,
1379,Ara,France,2014,Ecuador,Equateur,0.75,3," B,S,C",2.75,bitter, floral, leather,,
705,Adi aka Fijiana (Easy In Ltd),Fiji,2011,Fiji,Vanua Levu,0.6,3," B,S,C",2.75,sweet, sublte strawberry,,,
486,Chchukululu (Tulicorp),Ecuador,2010,Ecuador,Arriba,0.55,3," B,S,C",2.75,very sweet, very spicey,,,
2458,Jordis,Czech Republic,2020,Venezuela,Chuao,0.75,3," B,S,C",2.75,harsh, burnt nuts, powdery,,
404,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,0.75,3," B,S,L",2.75,roasty,rich cocoa,marshmallow,,
2482,Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",0.7,3," B,S,C",2.75,nutty, melon, vinegar,,
2474,Finnia,Canada,2020,Honduras,Honduras,0.7,3," B,S,C",2.75,off, hammy, roasty,,
1426,Chaleur B,Canada,2014,Uganda,Uganda,0.7,3," B,S,C",2.75,sandy, roasty, coffee,,
1073,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op",0.7,3," B,S,C",2.75,creamy, medicinal, mild fruit,,
676,Soma,Canada,2011,Grenada,"Grenada, Black Science",0.7,3," B,S,C",2.75,super temper,astringent, burn,,
1165,organicfair,Canada,2013,Nicaragua,Nicaraqua,0.72,3," B,S,C",2.75,grits, roasty, woody,,
1165,organicfair,Canada,2013,Dominican Republic,La Red,0.72,3," B,S,C",2.75,sandy, roasty, fruity,,
1161,organicfair,Canada,2013,Belize,Maya Mountain,0.74,3," B,S,C",2.75,sandy, ashey, mild fruit,,
1201,Habitual,Canada,2014,Blend,Downtown London,0.65,3," B,S,C",2.75,molasses, sweet, long,cocoa,
1197,Habitual,Canada,2014,Blend,Campesino w/ nibs,0.74,3," B,S,C",2.75,XL nibs, sour, cardboard,,
1197,Habitual,Canada,2014,Papua New Guinea,Papua New Guinea,0.8,3," B,S,C",2.75,smokey, cherries, sour,,
1069,Q Chocolate,Brazil,2013,Brazil,Brazil,0.55,3," B,S,C",2.75,creamy, too sweet, sour,,
2740,Didier Smeets,Belgium,2022,Vietnam,Vietnam,0.7,3," B,S,C",2.75,sweet, fatty, rancid,,
2736,Didier Smeets,Belgium,2022,Peru,Peru,0.65,3," B,S,C",2.75,peanut butter, dirty,,,
